breakdown_row_id,dataset_type,timestamp_hour,date,hour_of_day,user_id,campaign_id,campaign_name,ad_set_id,ad_set_name,ad_id,ad_name,product_flavor,placement,device,geography,age_band,gender,audience_type,season,impressions,clicks,link_clicks,landing_page_views,sessions,bounce_rate,avg_session_duration,add_to_cart,initiate_checkout,checkout_completion,purchases,conversions,conversion_rate,spend,revenue
BR_A00376,active,2026-03-02 17:00:00,2026-03-02,17,USER_A00376,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Arizona,35-44,female,prospecting,spring,5,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,1.38,0.0
BR_A00377,active,2026-03-02 17:00:00,2026-03-02,17,USER_A00377,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,mobile,Nevada,25-34,male,prospecting,spring,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.6,0.0
BR_A00378,active,2026-03-02 17:00:00,2026-03-02,17,USER_A00378,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Arizona,45-54,female,website_visitors,spring,3,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,2.11,0.0
BR_A00379,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00379,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,California,18-24,male,interest_based,spring,4,2,1,1,1,0.0,148.0,0,0,0,0,0,0.0,3.93,0.0
BR_A00380,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00380,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,mobile,Texas,25-34,female,retargeting,spring,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.98,0.0
BR_A00381,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00381,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,mobile,Texas,35-44,female,lookalike,spring,2,2,1,1,1,1.0,49.6,0,0,0,0,0,0.0,4.41,0.0
BR_A00382,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00382,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,mobile,Arizona,45-54,male,lookalike,spring,3,2,2,2,2,0.0,82.4,0,0,0,0,0,0.0,2.62,0.0
BR_A00383,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00383,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,Arizona,45-54,female,lookalike,spring,5,3,3,3,3,1.0,48.4,0,0,0,0,0,0.0,1.79,0.0
BR_A00384,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00384,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Nevada,18-24,female,lookalike,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.74,0.0
BR_A00385,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00385,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Texas,18-24,female,website_visitors,spring,1,1,1,1,1,1.0,109.3,1,1,1,1,1,1.0,2.0,8.7
BR_A00386,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00386,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Texas,45-54,female,retargeting,spring,3,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.99,0.0
BR_A00387,active,2026-03-02 18:00:00,2026-03-02,18,USER_A00387,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Texas,18-24,female,prospecting,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.37,0.0
BR_A00388,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00388,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,California,35-44,male,website_visitors,spring,5,1,1,1,1,0.0,10.7,1,1,1,1,1,1.0,4.84,8.59
BR_A00389,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00389,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,Arizona,18-24,female,website_visitors,spring,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.78,0.0
BR_A00390,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00390,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,Nevada,45-54,female,retargeting,spring,6,3,3,2,2,0.0,158.1,0,0,0,0,0,0.0,2.82,0.0
BR_A00391,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00391,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Arizona,25-34,male,retargeting,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.22,0.0
BR_A00392,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00392,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,California,45-54,male,retargeting,spring,3,2,2,2,2,1.0,162.3,0,0,0,0,0,0.0,1.56,0.0
BR_A00393,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00393,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,California,18-24,male,website_visitors,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.69,0.0
BR_A00394,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00394,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,mobile,Nevada,45-54,male,interest_based,spring,6,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.58,0.0
BR_A00395,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00395,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,mobile,Arizona,45-54,female,lookalike,spring,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.59,0.0
BR_A00396,active,2026-03-02 19:00:00,2026-03-02,19,USER_A00396,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Arizona,25-34,female,prospecting,spring,1,1,1,1,1,0.0,163.2,0,0,0,0,0,0.0,2.6,0.0
BR_A00397,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00397,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,Nevada,45-54,male,retargeting,spring,5,3,3,3,3,0.0,17.6,0,0,0,0,0,0.0,3.43,0.0
BR_A00398,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00398,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,mobile,Nevada,35-44,female,lookalike,spring,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.34,0.0
BR_A00399,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00399,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,mobile,Texas,18-24,male,retargeting,spring,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.81,0.0
BR_A00400,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00400,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,Nevada,35-44,female,interest_based,spring,6,3,3,2,2,0.0,161.2,0,0,0,0,0,0.0,2.48,0.0
BR_A00401,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00401,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Texas,45-54,female,retargeting,spring,4,2,2,1,1,0.0,164.5,0,0,0,0,0,0.0,0.55,0.0
BR_A00402,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00402,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Texas,45-54,female,interest_based,spring,4,1,1,1,1,0.0,134.2,0,0,0,0,0,0.0,0.83,0.0
BR_A00403,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00403,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Arizona,25-34,male,website_visitors,spring,5,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.35,0.0
BR_A00404,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00404,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Arizona,18-24,male,lookalike,spring,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.91,0.0
BR_A00405,active,2026-03-02 20:00:00,2026-03-02,20,USER_A00405,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,mobile,California,35-44,male,retargeting,spring,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.8,0.0
BR_A00406,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00406,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,mobile,Texas,18-24,female,retargeting,spring,8,3,2,2,2,1.0,72.0,1,0,0,0,0,0.0,2.59,0.0
BR_A00407,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00407,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,mobile,California,35-44,male,interest_based,spring,5,3,2,2,2,0.0,141.4,1,1,1,1,1,0.5,3.84,8.21
BR_A00408,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00408,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,California,25-34,female,lookalike,spring,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.19,0.0
BR_A00409,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00409,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,Texas,18-24,female,lookalike,spring,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,4.15,0.0
BR_A00410,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00410,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,Arizona,18-24,female,retargeting,spring,2,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,3.37,0.0
BR_A00411,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00411,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Nevada,25-34,male,interest_based,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.57,0.0
BR_A00412,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00412,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Arizona,18-24,male,lookalike,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.88,0.0
BR_A00413,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00413,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,California,45-54,male,retargeting,spring,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.94,0.0
BR_A00414,active,2026-03-02 21:00:00,2026-03-02,21,USER_A00414,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,mobile,California,45-54,male,lookalike,spring,5,3,3,3,3,0.0,146.9,1,0,0,0,0,0.0,2.62,0.0
BR_A00415,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00415,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,Texas,18-24,male,lookalike,spring,3,3,3,3,3,0.98,125.1,1,1,0,0,0,0.0,0.44,0.0
BR_A00416,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00416,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,California,18-24,female,retargeting,spring,6,2,2,1,1,1.0,142.8,1,1,1,1,1,1.0,4.85,10.68
BR_A00417,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00417,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,Nevada,25-34,female,lookalike,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,4.67,0.0
BR_A00418,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00418,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Arizona,25-34,female,retargeting,spring,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.21,0.0
BR_A00419,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00419,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,Nevada,45-54,male,interest_based,spring,5,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.55,0.0
BR_A00420,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00420,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Nevada,18-24,male,website_visitors,spring,1,1,1,1,1,0.0,168.6,1,0,0,0,0,0.0,2.92,0.0
BR_A00421,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00421,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,California,25-34,female,retargeting,spring,5,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.63,0.0
BR_A00422,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00422,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Arizona,45-54,male,prospecting,spring,2,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.13,0.0
BR_A00423,active,2026-03-02 22:00:00,2026-03-02,22,USER_A00423,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Arizona,18-24,female,website_visitors,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.54,0.0
BR_A00424,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00424,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,mobile,Nevada,18-24,female,lookalike,spring,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.52,0.0
BR_A00425,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00425,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,California,35-44,female,lookalike,spring,5,2,1,1,1,0.0,67.3,0,0,0,0,0,0.0,1.04,0.0
BR_A00426,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00426,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,California,35-44,male,website_visitors,spring,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.85,0.0
BR_A00427,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00427,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,Nevada,25-34,female,prospecting,spring,7,2,2,1,1,0.0,151.1,0,0,0,0,0,0.0,4.15,0.0
BR_A00428,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00428,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,Arizona,18-24,female,retargeting,spring,5,2,2,2,2,0.97,89.9,0,0,0,0,0,0.0,0.38,0.0
BR_A00429,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00429,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,desktop,Nevada,18-24,female,prospecting,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.45,0.0
BR_A00430,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00430,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,mobile,California,35-44,female,website_visitors,spring,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.53,0.0
BR_A00431,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00431,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Arizona,18-24,female,interest_based,spring,6,2,2,1,1,0.0,93.8,0,0,0,0,0,0.0,3.21,0.0
BR_A00432,active,2026-03-02 23:00:00,2026-03-02,23,USER_A00432,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Texas,35-44,female,lookalike,spring,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.4,0.0
BR_A00433,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00433,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,Arizona,35-44,male,website_visitors,spring,7,2,1,1,1,0.0,141.9,1,1,1,1,1,1.0,2.84,8.48
BR_A00434,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00434,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,Nevada,18-24,female,website_visitors,spring,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,3.89,0.0
BR_A00435,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00435,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,mobile,Nevada,18-24,male,prospecting,spring,3,2,2,1,1,0.0,141.9,0,0,0,0,0,0.0,1.03,0.0
BR_A00436,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00436,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,California,25-34,male,lookalike,spring,2,2,2,2,2,0.0,9.1,0,0,0,0,0,0.0,2.23,0.0
BR_A00437,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00437,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Texas,45-54,female,prospecting,spring,4,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,1.31,0.0
BR_A00438,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00438,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Texas,25-34,male,retargeting,spring,3,3,2,2,2,0.0,32.9,0,0,0,0,0,0.0,1.64,0.0
BR_A00439,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00439,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Arizona,25-34,male,website_visitors,spring,4,3,2,1,1,0.0,108.5,0,0,0,0,0,0.0,3.41,0.0
BR_A00440,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00440,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,mobile,Arizona,25-34,male,retargeting,spring,3,2,2,2,2,0.0,65.0,1,1,1,1,1,0.5,3.16,11.95
BR_A00441,active,2026-03-03 00:00:00,2026-03-03,0,USER_A00441,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,mobile,California,25-34,female,interest_based,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.99,0.0
BR_A00442,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00442,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,Texas,18-24,male,prospecting,spring,6,1,1,1,1,0.96,137.1,1,1,1,1,1,1.0,2.17,9.52
BR_A00443,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00443,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,Nevada,35-44,male,lookalike,spring,3,1,1,1,1,1.0,39.0,0,0,0,0,0,0.0,3.82,0.0
BR_A00444,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00444,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,Arizona,25-34,female,website_visitors,spring,6,3,3,3,3,0.0,92.5,1,0,0,0,0,0.0,2.14,0.0
BR_A00445,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00445,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,desktop,Texas,45-54,male,interest_based,spring,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.07,0.0
BR_A00446,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00446,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,mobile,Texas,18-24,female,website_visitors,spring,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.97,0.0
BR_A00447,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00447,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,Arizona,45-54,female,prospecting,spring,4,3,3,2,2,0.0,77.1,0,0,0,0,0,0.0,2.04,0.0
BR_A00448,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00448,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,California,35-44,female,lookalike,spring,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.91,0.0
BR_A00449,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00449,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,mobile,Texas,45-54,female,prospecting,spring,7,3,2,2,2,0.0,76.8,0,0,0,0,0,0.0,2.65,0.0
BR_A00450,active,2026-03-03 01:00:00,2026-03-03,1,USER_A00450,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,mobile,Arizona,25-34,male,website_visitors,spring,3,2,2,1,1,1.0,36.9,0,0,0,0,0,0.0,0.64,0.0
BR_A00451,active,2026-03-03 02:00:00,2026-03-03,2,USER_A00451,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,Nevada,25-34,female,prospecting,spring,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.56,0.0
BR_A00452,active,2026-03-03 02:00:00,2026-03-03,2,USER_A00452,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,California,35-44,female,prospecting,spring,7,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.17,0.0
BR_A00453,active,2026-03-03 02:00:00,2026-03-03,2,USER_A00453,CAMP_META_ACTIVE_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,Texas,35-44,male,prospecting,spring,2,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,4.11,0.0
BR_A00454,active,2026-03-03 02:00:00,2026-03-03,2,USER_A00454,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,mobile,Arizona,25-34,male,lookalike,spring,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.78,0.0
BR_A00455,active,2026-03-03 02:00:00,2026-03-03,2,USER_A00455,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,Texas,18-24,male,lookalike,spring,7,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.28,0.0
BR_A00456,active,2026-03-03 02:00:00,2026-03-03,2,USER_A00456,CAMP_META_ACTIVE_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,Nevada,25-34,male,interest_based,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.9,0.0
BR_A00457,active,2026-03-03 02:00:00,2026-03-03,2,USER_A00457,CAMP_META_ACTIVE_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Nevada,35-44,male,prospecting,spring,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.28,0.0
