breakdown_row_id,dataset_type,timestamp_hour,date,hour_of_day,user_id,campaign_id,campaign_name,ad_set_id,ad_set_name,ad_id,ad_name,product_flavor,placement,device,geography,age_band,gender,audience_type,season,impressions,clicks,link_clicks,landing_page_views,sessions,bounce_rate,avg_session_duration,add_to_cart,initiate_checkout,checkout_completion,purchases,conversions,conversion_rate,spend,revenue
BR_H01098,historical,2025-11-20 01:00:00,2025-11-20,1,USER_H01098,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Texas,25-34,female,website_visitors,fall,4,2,2,1,1,0.0,36.1,0,0,0,0,0,0.0,2.81,0.0
BR_H01099,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01099,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,Nevada,25-34,female,lookalike,fall,1,1,1,1,1,0.0,73.3,0,0,0,0,0,0.0,3.77,0.0
BR_H01100,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01100,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,Nevada,25-34,female,retargeting,fall,4,3,2,1,1,0.0,135.8,1,1,1,1,1,1.0,0.81,8.77
BR_H01101,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01101,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,Nevada,35-44,female,retargeting,fall,3,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.72,0.0
BR_H01102,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01102,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,Arizona,45-54,female,lookalike,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.87,0.0
BR_H01103,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01103,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,California,25-34,female,lookalike,fall,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,3.01,0.0
BR_H01104,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01104,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,Arizona,25-34,male,interest_based,fall,6,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,1.59,0.0
BR_H01105,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01105,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Nevada,45-54,male,website_visitors,fall,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.9,0.0
BR_H01106,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01106,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Nevada,45-54,female,retargeting,fall,7,3,3,3,3,0.0,47.4,0,0,0,0,0,0.0,0.52,0.0
BR_H01107,historical,2025-11-20 02:00:00,2025-11-20,2,USER_H01107,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Nevada,25-34,male,interest_based,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.41,0.0
BR_H01108,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01108,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,mobile,Texas,35-44,male,prospecting,fall,7,3,3,3,3,0.0,113.0,0,0,0,0,0,0.0,4.37,0.0
BR_H01109,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01109,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,mobile,Arizona,18-24,female,retargeting,fall,3,3,2,2,2,0.97,147.7,0,0,0,0,0,0.0,1.2,0.0
BR_H01110,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01110,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,California,35-44,male,website_visitors,fall,2,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.23,0.0
BR_H01111,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01111,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,Texas,35-44,female,website_visitors,fall,7,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,3.73,0.0
BR_H01112,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01112,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,California,25-34,female,prospecting,fall,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.08,0.0
BR_H01113,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01113,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,Nevada,25-34,female,interest_based,fall,4,2,2,1,1,1.0,194.3,0,0,0,0,0,0.0,3.23,0.0
BR_H01114,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01114,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,mobile,Nevada,45-54,male,prospecting,fall,4,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.58,0.0
BR_H01115,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01115,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,Texas,18-24,female,interest_based,fall,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.4,0.0
BR_H01116,historical,2025-11-20 03:00:00,2025-11-20,3,USER_H01116,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,mobile,Texas,35-44,male,lookalike,fall,3,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,3.04,0.0
BR_H01117,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01117,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,mobile,Nevada,25-34,male,interest_based,fall,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.76,0.0
BR_H01118,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01118,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,desktop,Arizona,18-24,male,interest_based,fall,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,4.16,0.0
BR_H01119,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01119,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,mobile,California,18-24,male,retargeting,fall,3,2,2,2,2,0.0,70.6,0,0,0,0,0,0.0,3.86,0.0
BR_H01120,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01120,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,Nevada,45-54,female,prospecting,fall,9,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.77,0.0
BR_H01121,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01121,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,desktop,Nevada,25-34,female,interest_based,fall,6,3,3,3,3,0.0,165.6,0,0,0,0,0,0.0,4.33,0.0
BR_H01122,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01122,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Nevada,25-34,female,lookalike,fall,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.27,0.0
BR_H01123,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01123,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,mobile,Texas,18-24,female,lookalike,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.12,0.0
BR_H01124,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01124,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Arizona,18-24,male,interest_based,fall,2,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,2.62,0.0
BR_H01125,historical,2025-11-20 04:00:00,2025-11-20,4,USER_H01125,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,mobile,Nevada,45-54,female,retargeting,fall,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.12,0.0
BR_H01126,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01126,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,California,35-44,male,interest_based,fall,5,1,1,1,1,0.0,13.5,0,0,0,0,0,0.0,2.18,0.0
BR_H01127,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01127,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,mobile,Texas,35-44,female,prospecting,fall,2,1,1,1,1,0.0,136.3,0,0,0,0,0,0.0,3.4,0.0
BR_H01128,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01128,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,Nevada,25-34,female,lookalike,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.35,0.0
BR_H01129,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01129,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,California,35-44,male,website_visitors,fall,4,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.86,0.0
BR_H01130,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01130,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,mobile,Nevada,25-34,male,prospecting,fall,3,3,3,2,2,0.96,190.5,1,1,1,1,1,0.5,1.14,8.77
BR_H01131,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01131,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,California,18-24,male,website_visitors,fall,7,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.15,0.0
BR_H01132,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01132,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Nevada,25-34,male,retargeting,fall,4,3,3,3,3,0.0,49.0,0,0,0,0,0,0.0,1.04,0.0
BR_H01133,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01133,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,mobile,Nevada,18-24,female,retargeting,fall,5,3,3,2,2,0.0,31.4,0,0,0,0,0,0.0,1.11,0.0
BR_H01134,historical,2025-11-20 05:00:00,2025-11-20,5,USER_H01134,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,mobile,Arizona,25-34,female,prospecting,fall,6,2,2,2,2,0.98,9.7,0,0,0,0,0,0.0,2.04,0.0
BR_H01135,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01135,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,mobile,Nevada,25-34,female,interest_based,fall,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.35,0.0
BR_H01136,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01136,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,Arizona,45-54,female,lookalike,fall,4,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,0.43,0.0
BR_H01137,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01137,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,Arizona,35-44,female,website_visitors,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.96,0.0
BR_H01138,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01138,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Feed,desktop,Texas,35-44,female,lookalike,fall,1,1,1,1,1,0.0,170.9,0,0,0,0,0,0.0,4.25,0.0
BR_H01139,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01139,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Nevada,35-44,male,lookalike,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.83,0.0
BR_H01140,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01140,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,desktop,Nevada,35-44,male,lookalike,fall,4,3,3,2,2,1.0,61.7,0,0,0,0,0,0.0,3.81,0.0
BR_H01141,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01141,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Arizona,35-44,male,lookalike,fall,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.09,0.0
BR_H01142,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01142,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Texas,35-44,male,prospecting,fall,3,2,1,0,0,0.0,0.0,0,0,0,0,0,0.0,2.28,0.0
BR_H01143,historical,2025-11-20 06:00:00,2025-11-20,6,USER_H01143,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,desktop,California,25-34,female,retargeting,fall,3,2,2,2,2,1.0,62.2,0,0,0,0,0,0.0,3.61,0.0
BR_H01144,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01144,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,mobile,Arizona,18-24,male,prospecting,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.91,0.0
BR_H01145,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01145,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,California,35-44,male,retargeting,fall,5,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.91,0.0
BR_H01146,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01146,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,Arizona,35-44,male,website_visitors,fall,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.97,0.0
BR_H01147,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01147,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,California,45-54,male,prospecting,fall,2,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,5.33,0.0
BR_H01148,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01148,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,desktop,California,45-54,female,prospecting,fall,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,4.29,0.0
BR_H01149,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01149,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,California,35-44,female,retargeting,fall,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.49,0.0
BR_H01150,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01150,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,mobile,Nevada,25-34,female,interest_based,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.72,0.0
BR_H01151,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01151,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Reels,desktop,Nevada,18-24,female,lookalike,fall,6,2,2,2,2,1.0,121.6,0,0,0,0,0,0.0,2.99,0.0
BR_H01152,historical,2025-11-20 07:00:00,2025-11-20,7,USER_H01152,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Feed,mobile,Arizona,18-24,female,prospecting,fall,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.85,0.0
BR_H01153,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01153,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,mobile,Texas,18-24,male,lookalike,fall,5,3,3,3,3,1.0,105.1,0,0,0,0,0,0.0,3.85,0.0
BR_H01154,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01154,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,mobile,California,25-34,female,retargeting,fall,2,2,2,2,2,0.0,89.6,1,1,1,1,1,0.5,2.17,7.87
BR_H01155,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01155,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,Arizona,18-24,female,retargeting,fall,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.33,0.0
BR_H01156,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01156,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,desktop,Nevada,45-54,male,lookalike,fall,7,3,3,2,2,0.0,81.5,0,0,0,0,0,0.0,1.43,0.0
BR_H01157,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01157,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,desktop,Texas,35-44,male,retargeting,fall,2,1,1,1,1,0.0,144.6,0,0,0,0,0,0.0,2.09,0.0
BR_H01158,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01158,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,mobile,California,25-34,male,retargeting,fall,7,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,1.71,0.0
BR_H01159,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01159,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Nevada,25-34,female,prospecting,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.38,0.0
BR_H01160,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01160,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Nevada,25-34,female,prospecting,fall,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.51,0.0
BR_H01161,historical,2025-11-20 08:00:00,2025-11-20,8,USER_H01161,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Nevada,45-54,male,lookalike,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.07,0.0
BR_H01162,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01162,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,Arizona,35-44,male,retargeting,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.84,0.0
BR_H01163,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01163,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Feed,mobile,Arizona,45-54,male,interest_based,fall,3,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.69,0.0
BR_H01164,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01164,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,California,45-54,female,prospecting,fall,2,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.02,0.0
BR_H01165,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01165,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,desktop,California,35-44,male,website_visitors,fall,7,2,2,1,1,0.0,15.7,0,0,0,0,0,0.0,2.53,0.0
BR_H01166,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01166,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,Nevada,45-54,female,prospecting,fall,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,4.77,0.0
BR_H01167,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01167,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Reels,desktop,California,25-34,female,prospecting,fall,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.45,0.0
BR_H01168,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01168,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Arizona,35-44,male,interest_based,fall,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.62,0.0
BR_H01169,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01169,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Arizona,35-44,female,lookalike,fall,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.91,0.0
BR_H01170,historical,2025-11-20 09:00:00,2025-11-20,9,USER_H01170,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,California,35-44,male,retargeting,fall,3,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.27,0.0
BR_H01171,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01171,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,mobile,Nevada,25-34,male,retargeting,fall,6,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.33,0.0
BR_H01172,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01172,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Stories,desktop,California,25-34,male,website_visitors,fall,6,1,1,1,1,0.0,39.1,0,0,0,0,0,0.0,2.77,0.0
BR_H01173,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01173,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Instagram Feed,desktop,California,35-44,female,website_visitors,fall,4,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,3.63,0.0
BR_H01174,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01174,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,desktop,Arizona,35-44,male,interest_based,fall,3,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,4.99,0.0
BR_H01175,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01175,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Instagram Stories,desktop,Arizona,25-34,female,retargeting,fall,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.22,0.0
BR_H01176,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01176,CAMP_META_HIST_01,cereal campaign,AS_002,Chocolate Ad Set,AD_002,Chocolate Creative 1,chocolate,Facebook Feed,mobile,California,45-54,female,retargeting,fall,4,2,1,1,1,1.0,47.0,1,1,0,0,0,0.0,0.56,0.0
BR_H01177,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01177,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Facebook Feed,desktop,Nevada,45-54,female,interest_based,fall,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.6,0.0
BR_H01178,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01178,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Nevada,18-24,male,prospecting,fall,3,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2.55,0.0
BR_H01179,historical,2025-11-20 10:00:00,2025-11-20,10,USER_H01179,CAMP_META_HIST_01,cereal campaign,AS_003,Vanilla Ad Set,AD_003,Vanilla Creative 1,vanilla,Instagram Stories,desktop,Arizona,18-24,male,website_visitors,fall,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,3.74,0.0
BR_H01180,historical,2025-11-20 11:00:00,2025-11-20,11,USER_H01180,CAMP_META_HIST_01,cereal campaign,AS_001,Strawberry Ad Set,AD_001,Strawberry Creative 1,strawberry,Facebook Reels,desktop,Nevada,18-24,female,prospecting,fall,2,2,2,1,1,1.0,49.7,0,0,0,0,0,0.0,2.8,0.0
